[2026-06-26T05:34:29.555Z] GET http://localhost:3000/_next/static/media/83afe278b6a6bb3c-s.p.2bn3s6zvc0dyp.woff2 → 200 (?ms, -300B)
[2026-06-26T05:34:29.556Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0jcbqdd._.css → 304 (3ms, ?B)
[2026-06-26T05:34:29.556Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xx01vv._.js → 200 (3ms, ?B)
[2026-06-26T05:34:29.556Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_090k2jm.js → 200 (21ms, ?B)
[2026-06-26T05:34:29.556Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js → 200 (20ms, ?B)
[2026-06-26T05:34:29.556Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_164kp-6._.js → 200 (20ms, ?B)
[2026-06-26T05:34:29.556Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_1amofcm._.js → 200 (20ms, ?B)
[2026-06-26T05:34:29.557Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0r5nbpw._.js → 200 (20ms, ?B)
[2026-06-26T05:34:29.557Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1ybzpk2._.js → 200 (20ms, ?B)
[2026-06-26T05:34:29.557Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_1r9vbqw._.js → 200 (20ms, ?B)
[2026-06-26T05:34:29.557Z] GET http://localhost:3000/_next/static/chunks/_1anvha4._.js → 200 (20ms, ?B)
[2026-06-26T05:34:29.557Z] GET http://localhost:3000/_next/static/chunks/turbopack-_01_ro95._.js → 200 (19ms, ?B)
[2026-06-26T05:34:29.557Z] GET http://localhost:3000/_next/static/chunks/node_modules_02js8ti._.js → 200 (20ms, ?B)
[2026-06-26T05:34:29.557Z] GET http://localhost:3000/_next/static/chunks/lib_0ccwpid._.js → 200 (20ms, ?B)
[2026-06-26T05:34:29.558Z] GET http://localhost:3000/_next/static/chunks/app_layout_tsx_007e4b2._.js → 200 (19ms, ?B)
[2026-06-26T05:34:29.558Z] GET http://localhost:3000/_next/static/chunks/node_modules_1o-_tq2._.js → 200 (20ms, ?B)
[2026-06-26T05:34:29.558Z] GET http://localhost:3000/_next/static/chunks/_0gthaef._.js → 200 (21ms, 38644B)
[2026-06-26T05:34:29.558Z] GET http://localhost:3000/_next/static/chunks/node_modules_micromark-core-commonmark_dev_lib_2079wuz._.js → 200 (20ms, ?B)
[2026-06-26T05:34:29.558Z] GET http://localhost:3000/_next/static/chunks/node_modules_0jgd3pg._.js → 200 (21ms, ?B)
[2026-06-26T05:34:29.558Z] GET http://localhost:3000/_next/static/chunks/app_page_tsx_0_5hrkw._.js → 200 (20ms, ?B)
[2026-06-26T05:34:29.558Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_0_5hrkw.js → 200 (20ms, ?B)
[2026-06-26T05:34:29.599Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1mojsay._.js → 200 (3ms, ?B)
[2026-06-26T05:34:29.599Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xch-cm._.js → 200 (4ms, ?B)
[2026-06-26T05:40:22.481Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (241ms, 2691B)
[2026-06-26T05:40:22.485Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (220ms, 2692B)
[2026-06-26T05:40:22.485Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (203ms, 2691B)
[2026-06-26T05:40:22.485Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (190ms, 2691B)
[2026-06-26T05:40:22.486Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (176ms, 2691B)
[2026-06-26T05:40:22.488Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (158ms, 2691B)
[2026-06-26T05:40:22.488Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (145ms, 2691B)
[2026-06-26T05:40:22.488Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (131ms, 2692B)
[2026-06-26T05:40:22.488Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (117ms, 2691B)
[2026-06-26T05:40:22.489Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (101ms, 2691B)
[2026-06-26T05:40:22.489Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (86ms, 2691B)
[2026-06-26T05:40:22.492Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (66ms, 2691B)
[2026-06-26T05:41:07.225Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (111ms, 2690B)
[2026-06-26T05:41:07.225Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (98ms, 2690B)
[2026-06-26T05:41:07.225Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (79ms, 2690B)
[2026-06-26T05:41:07.234Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (59ms, 2690B)
[2026-06-26T05:41:07.300Z] GET http://localhost:3000/_next/static/chunks/node_modules_0cy4o6n._.js → 200 (18ms, 554B)
[2026-06-26T05:41:07.300Z] GET http://localhost:3000/_next/static/chunks/node_modules_1tau-19._.js → 200 (58ms, 151690B)
[2026-06-26T05:41:07.366Z] GET http://localhost:3000/_next/static/chunks/node_modules_0cy4o6n._.js → 304 (17ms, ?B)
[2026-06-26T05:41:07.366Z] GET http://localhost:3000/_next/static/chunks/node_modules_1tau-19._.js → 304 (17ms, ?B)
[2026-06-26T05:43:00.933Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (40ms, 2691B)
